id,vehicle_id,color,automatic,odometer_range,market_country,number_of_doors,number_of_seats,fuel_type,make,description,vehicle_type,horsepower,year,model,body_type,msrp,extras,avg_daily_price,list_countries,list_cities,list_latitudes,list_longitudes
1328471,1328471,BLACK,1,30-40,US,4.0,5.0,GASOLINE,RAM,This sm,TRUCK,305.0,2019.0,1500,CREW_CAB_PICKUP,39790.0,"PET_FEE,PET_FEE,UNLIMITED_MILES,PREPAID_REFUEL",89.0,US,Jeannette,40.3289400,-79.5986200
1320670,1320670,RED,1,20-30,US,4.0,5.0,GASOLINE,VOLKSWAGEN,"A blast to drive and incredibly engaging, come experience the power and comfort of VW Jetta.
Well maintained, clean seats and Car is priced very reasonable compared to its class of vechicles.

Delivery \ Return
Car can be delivered \ Returned at SJC with nominal additional fee of just $30,  We’re a short 7-10 min Uber commute from San Jose airport.

Bridge Tolls 
This car is also equipped with the FastTrack Toll Pass.  You can definitely use it, but any incurred charges during the rental period will be charged to you.  Also, guests are responsible for paying toll, speeding and parking tickets during rental period. 

Gas
******RETURN CAR WITH FUEL UPTO THE BRIM IN FULL TANK, AFTER THE TRIP WE WILL FILL THE GAS, AND IN CASE IF THERE IS A GAP IT WILL BE CHARGED, WE WILL ENFORCE THIS STRICTLY BECAUSE OF CRAZY GAS PRICES *******

Turo is a peer to peer sharing Platform. Please treat this vehicle as if it was yours. Please return the vehicle in the same condition as it was received, 

My goal is to provide a fun and easy experience for anyone I host! Please let me know how I can make your trip more enjoyable and if there are any questions or concerns you have before, during or after booking the car:).

REMEMBER TO ADD TO FAVORITES!  ❤️",CAR,150.0,2016.0,Jetta,SEDAN,19775.0,"PET_FEE,PHONE_MOUNT,UNLIMITED_MILES,ONE_WAY_TRIP,ONE_WAY_TRIP,PREPAID_REFUEL",38.0,"US,US","Santa Clara,Santa Clara","37.4009900,37.3542400","-121.9644900,-121.9996000"
1316078,1316078,WHITE,1,50-60,US,4.0,5.0,ELECTRIC,,"Eliminate all fuel costs!  Free charging! Treat yourself and take this state of the art vehicle for a spin!!! You won’t find a smoother ride anywhere! This car has the get up and go that everyone needs to experience at least once in life.  This is your chance to drive a Tesla and see what all of the hype is about.  Such a fun car!!  To keep operation costs low, the car must be returned clean.  Delivery costs are to bring the car from north county to near the airport and to pay for parking.  Renter is responsible for transportation to the parking lot.  FREE CHARGING AT ANY TESLA SUPER STATION!!!!",,,,,,,"PET_FEE,PORTABLE_SPEAKER,BODY_BOARD,CAMP_CHAIR,PREPAID_REFUEL,UNLIMITED_MILES,COOLER,BEACH_GEAR,CHILD_SAFETY_SEAT",61.0,"US,US,US,US,US,US,US,US,US","San Diego,Oceanside,San Diego,Oceanside,San Diego,Oceanside,Oceanside,Oceanside,Oceanside","32.8029000,33.2084400,32.7338000,33.2238000,32.7311500,33.2082700,33.1915300,33.2066300,33.1872100","-117.2484400,-117.3131100,-117.1933000,-117.3473600,-117.1728900,-117.3127300,-117.3427100,-117.3109200,-117.3717200"
1348582,1348582,BLUE,1,0-10,US,4.0,5.0,ELECTRIC,TESLA,"Thoroughly cleaned + disinfected before and after each trip! 🦠🧼

I am available 24/7 to help with anything you need! ⭐

This gorgeous Tesla Model 3 is in pristine condition & has everything you need for a great time! This vehicle has low miles and a gorgeous white leather interior. 

With a near-ideal blend of performance, driving range, and functionality, the Tesla Model 3 is an electric vehicle that lives up to the hype. It's quick as well as agile, which means the Model 3 is an EV that even driving enthusiasts can get behind. But for those looking to just sit back and have a relaxing drive, the Model 3 features a largely soundproof interior, tires and suspension geared towards better ride quality, and an entire suite of autonomous driving and advanced safety features thanks to Tesla's revolutionary Autopilot system. The Model 3 is an EV that aims to please all comers and succeeds at it.

MY TESLA MODEL 3 FEATURES
🌟Premium sound system
🌟Feature-rich 15"" central infotainment display
🌟The best navigation system in the automotive industry
🌟Wi-Fi & LTE internet connectivity
🌟Full suite of autonomous driving features that show you what the car sees in real-time
🌟Fun games & features to enjoy with your family and friends
🌟BEACH BUGGY built-in racing game uses the steering wheel & gas/brake as the controls
🌟Tesla Premium Connectivity which includes: Navigation, Live Traffic Visualization, Satellite-View Maps, Video Streaming, Caraoke, Spotify, Internet Browser, YouTube, Netflix, Hulu, TikTok, & more cool stuff!
🌟Voice controlled A/C (it's super cool, no pun intended)
🌟Use any supercharger across the USA by simply pressing the right scroll wheel and saying ""find a supercharger""
🌟ALL GLASS ROOF - blocks UV & IR light while providing panoramic views all around you
🌟Leather seats, leather-wrapped steering wheel, leather accents. It’s a very comfortable interior.
🌟Tinted windows with ultraviolet & infrared protection
🌟FM & Internet streaming radio
🌟12-way, power-adjustable front seats, steering column & side mirrors, with custom driver profiles
🌟Auto-dimming, power-folding, heated side mirrors
🌟Center console with covered storage and docking for two smartphones.
🌟...and so, SO much more! 

🧳 This vehicle will comfortably fit 4-5 adults and the front and rear trunks are large enough to fit 5-6 suitcases with enough room left over for a few smaller bags.

✈️ I can have the Model 3 delivered and awaiting your arrival at the Fort Lauderdale-Hollywood International Airport (FLL). Skip the long lines at the rental car companies and walk straight up to your Tesla! I can deliver to other locations as well.

The driving range of the Model 3 is about 240 miles and will be delivered to you with a 75-85% charge. I will also explain how to charge this vehicle at check-in, give you a key card to operate the vehicle, as well as remote access via the Tesla mobile app (I recommend downloading the app & setting up your account beforehand).  

**see additional charging info in guidelines**

Lastly, it’s not just about the car. I want you to have a great experience overall. If you would like some recommendations on restaurants or things to do, please let me know!

PS: I want to make this experience as convenient as possible for you, so if you get caught rushing back to the airport and didn't get a chance to recharge the Model 3, don’t worry! I will gladly recharge the car and send you a request for reimbursement. Please note there may be an additional charge, however.

Please note the vehicle is equipped with a forward-looking camera to record traffic and road conditions in the front of the vehicle. This is being done for the safety of the vehicle and for your protection should anything occur during your rental.

Guest is required to pay parking fees at airport and certain other public locations. The airport exit parking fee is for vehicle delivery (pickup by the guest). The fee ranges from $0-$15 depending on when the vehicle is picked up.

Sunpass transponder #044113851010",CAR,271.0,2019.0,Model 3,SEDAN,39990.0,"PET_FEE,PREPAID_EV_RECHARGE",75.0,"US,US,US","Coral Springs,Coral Springs,Coral Springs","26.2484900,26.2491800,26.2495500","-80.2796800,-80.2811100,-80.2805400"
1348582,1348582,BLUE,1,0-10,US,4.0,5.0,ELECTRIC,TESLA,"Thoroughly cleaned + disinfected before and after each trip! 🦠🧼

I am available 24/7 to help with anything you need! ⭐

This gorgeous Tesla Model 3 is in pristine condition & has everything you need for a great time! This vehicle has low miles and a gorgeous white leather interior. 

With a near-ideal blend of performance, driving range, and functionality, the Tesla Model 3 is an electric vehicle that lives up to the hype. It's quick as well as agile, which means the Model 3 is an EV that even driving enthusiasts can get behind. But for those looking to just sit back and have a relaxing drive, the Model 3 features a largely soundproof interior, tires and suspension geared towards better ride quality, and an entire suite of autonomous driving and advanced safety features thanks to Tesla's revolutionary Autopilot system. The Model 3 is an EV that aims to please all comers and succeeds at it.

MY TESLA MODEL 3 FEATURES
🌟Premium sound system
🌟Feature-rich 15"" central infotainment display
🌟The best navigation system in the automotive industry
🌟Wi-Fi & LTE internet connectivity
🌟Full suite of autonomous driving features that show you what the car sees in real-time
🌟Fun games & features to enjoy with your family and friends
🌟BEACH BUGGY built-in racing game uses the steering wheel & gas/brake as the controls
🌟Tesla Premium Connectivity which includes: Navigation, Live Traffic Visualization, Satellite-View Maps, Video Streaming, Caraoke, Spotify, Internet Browser, YouTube, Netflix, Hulu, TikTok, & more cool stuff!
🌟Voice controlled A/C (it's super cool, no pun intended)
🌟Use any supercharger across the USA by simply pressing the right scroll wheel and saying ""find a supercharger""
🌟ALL GLASS ROOF - blocks UV & IR light while providing panoramic views all around you
🌟Leather seats, leather-wrapped steering wheel, leather accents. It’s a very comfortable interior.
🌟Tinted windows with ultraviolet & infrared protection
🌟FM & Internet streaming radio
🌟12-way, power-adjustable front seats, steering column & side mirrors, with custom driver profiles
🌟Auto-dimming, power-folding, heated side mirrors
🌟Center console with covered storage and docking for two smartphones.
🌟...and so, SO much more! 

🧳 This vehicle will comfortably fit 4-5 adults and the front and rear trunks are large enough to fit 5-6 suitcases with enough room left over for a few smaller bags.

✈️ I can have the Model 3 delivered and awaiting your arrival at the Fort Lauderdale-Hollywood International Airport (FLL). Skip the long lines at the rental car companies and walk straight up to your Tesla! I can deliver to other locations as well.

The driving range of the Model 3 is about 240 miles and will be delivered to you with a 75-85% charge. I will also explain how to charge this vehicle at check-in, give you a key card to operate the vehicle, as well as remote access via the Tesla mobile app (I recommend downloading the app & setting up your account beforehand).  

**see additional charging info in guidelines**

Lastly, it’s not just about the car. I want you to have a great experience overall. If you would like some recommendations on restaurants or things to do, please let me know!

PS: I want to make this experience as convenient as possible for you, so if you get caught rushing back to the airport and didn't get a chance to recharge the Model 3, don’t worry! I will gladly recharge the car and send you a request for reimbursement. Please note there may be an additional charge, however.

Please note the vehicle is equipped with a forward-looking camera to record traffic and road conditions in the front of the vehicle. This is being done for the safety of the vehicle and for your protection should anything occur during your rental.

Guest is required to pay parking fees at airport and certain other public locations. The airport exit parking fee is for vehicle delivery (pickup by the guest). The fee ranges from $0-$15 depending on when the vehicle is picked up.

Sunpass transponder #044113851010",CAR,271.0,2019.0,Model 3,SEDAN,44500.0,"PET_FEE,PREPAID_EV_RECHARGE",75.0,"US,US,US","Coral Springs,Coral Springs,Coral Springs","26.2484900,26.2491800,26.2495500","-80.2796800,-80.2811100,-80.2805400"
1348582,1348582,BLUE,1,0-10,US,4.0,5.0,ELECTRIC,TESLA,"Thoroughly cleaned + disinfected before and after each trip! 🦠🧼

I am available 24/7 to help with anything you need! ⭐

This gorgeous Tesla Model 3 is in pristine condition & has everything you need for a great time! This vehicle has low miles and a gorgeous white leather interior. 

With a near-ideal blend of performance, driving range, and functionality, the Tesla Model 3 is an electric vehicle that lives up to the hype. It's quick as well as agile, which means the Model 3 is an EV that even driving enthusiasts can get behind. But for those looking to just sit back and have a relaxing drive, the Model 3 features a largely soundproof interior, tires and suspension geared towards better ride quality, and an entire suite of autonomous driving and advanced safety features thanks to Tesla's revolutionary Autopilot system. The Model 3 is an EV that aims to please all comers and succeeds at it.

MY TESLA MODEL 3 FEATURES
🌟Premium sound system
🌟Feature-rich 15"" central infotainment display
🌟The best navigation system in the automotive industry
🌟Wi-Fi & LTE internet connectivity
🌟Full suite of autonomous driving features that show you what the car sees in real-time
🌟Fun games & features to enjoy with your family and friends
🌟BEACH BUGGY built-in racing game uses the steering wheel & gas/brake as the controls
🌟Tesla Premium Connectivity which includes: Navigation, Live Traffic Visualization, Satellite-View Maps, Video Streaming, Caraoke, Spotify, Internet Browser, YouTube, Netflix, Hulu, TikTok, & more cool stuff!
🌟Voice controlled A/C (it's super cool, no pun intended)
🌟Use any supercharger across the USA by simply pressing the right scroll wheel and saying ""find a supercharger""
🌟ALL GLASS ROOF - blocks UV & IR light while providing panoramic views all around you
🌟Leather seats, leather-wrapped steering wheel, leather accents. It’s a very comfortable interior.
🌟Tinted windows with ultraviolet & infrared protection
🌟FM & Internet streaming radio
🌟12-way, power-adjustable front seats, steering column & side mirrors, with custom driver profiles
🌟Auto-dimming, power-folding, heated side mirrors
🌟Center console with covered storage and docking for two smartphones.
🌟...and so, SO much more! 

🧳 This vehicle will comfortably fit 4-5 adults and the front and rear trunks are large enough to fit 5-6 suitcases with enough room left over for a few smaller bags.

✈️ I can have the Model 3 delivered and awaiting your arrival at the Fort Lauderdale-Hollywood International Airport (FLL). Skip the long lines at the rental car companies and walk straight up to your Tesla! I can deliver to other locations as well.

The driving range of the Model 3 is about 240 miles and will be delivered to you with a 75-85% charge. I will also explain how to charge this vehicle at check-in, give you a key card to operate the vehicle, as well as remote access via the Tesla mobile app (I recommend downloading the app & setting up your account beforehand).  

**see additional charging info in guidelines**

Lastly, it’s not just about the car. I want you to have a great experience overall. If you would like some recommendations on restaurants or things to do, please let me know!

PS: I want to make this experience as convenient as possible for you, so if you get caught rushing back to the airport and didn't get a chance to recharge the Model 3, don’t worry! I will gladly recharge the car and send you a request for reimbursement. Please note there may be an additional charge, however.

Please note the vehicle is equipped with a forward-looking camera to record traffic and road conditions in the front of the vehicle. This is being done for the safety of the vehicle and for your protection should anything occur during your rental.

Guest is required to pay parking fees at airport and certain other public locations. The airport exit parking fee is for vehicle delivery (pickup by the guest). The fee ranges from $0-$15 depending on when the vehicle is picked up.

Sunpass transponder #044113851010",CAR,271.0,2019.0,Model 3,SEDAN,42900.0,"PET_FEE,PREPAID_EV_RECHARGE",75.0,"US,US,US","Coral Springs,Coral Springs,Coral Springs","26.2484900,26.2491800,26.2495500","-80.2796800,-80.2811100,-80.2805400"
1348582,1348582,BLUE,1,0-10,US,4.0,5.0,ELECTRIC,TESLA,"Thoroughly cleaned + disinfected before and after each trip! 🦠🧼

I am available 24/7 to help with anything you need! ⭐

This gorgeous Tesla Model 3 is in pristine condition & has everything you need for a great time! This vehicle has low miles and a gorgeous white leather interior. 

With a near-ideal blend of performance, driving range, and functionality, the Tesla Model 3 is an electric vehicle that lives up to the hype. It's quick as well as agile, which means the Model 3 is an EV that even driving enthusiasts can get behind. But for those looking to just sit back and have a relaxing drive, the Model 3 features a largely soundproof interior, tires and suspension geared towards better ride quality, and an entire suite of autonomous driving and advanced safety features thanks to Tesla's revolutionary Autopilot system. The Model 3 is an EV that aims to please all comers and succeeds at it.

MY TESLA MODEL 3 FEATURES
🌟Premium sound system
🌟Feature-rich 15"" central infotainment display
🌟The best navigation system in the automotive industry
🌟Wi-Fi & LTE internet connectivity
🌟Full suite of autonomous driving features that show you what the car sees in real-time
🌟Fun games & features to enjoy with your family and friends
🌟BEACH BUGGY built-in racing game uses the steering wheel & gas/brake as the controls
🌟Tesla Premium Connectivity which includes: Navigation, Live Traffic Visualization, Satellite-View Maps, Video Streaming, Caraoke, Spotify, Internet Browser, YouTube, Netflix, Hulu, TikTok, & more cool stuff!
🌟Voice controlled A/C (it's super cool, no pun intended)
🌟Use any supercharger across the USA by simply pressing the right scroll wheel and saying ""find a supercharger""
🌟ALL GLASS ROOF - blocks UV & IR light while providing panoramic views all around you
🌟Leather seats, leather-wrapped steering wheel, leather accents. It’s a very comfortable interior.
🌟Tinted windows with ultraviolet & infrared protection
🌟FM & Internet streaming radio
🌟12-way, power-adjustable front seats, steering column & side mirrors, with custom driver profiles
🌟Auto-dimming, power-folding, heated side mirrors
🌟Center console with covered storage and docking for two smartphones.
🌟...and so, SO much more! 

🧳 This vehicle will comfortably fit 4-5 adults and the front and rear trunks are large enough to fit 5-6 suitcases with enough room left over for a few smaller bags.

✈️ I can have the Model 3 delivered and awaiting your arrival at the Fort Lauderdale-Hollywood International Airport (FLL). Skip the long lines at the rental car companies and walk straight up to your Tesla! I can deliver to other locations as well.

The driving range of the Model 3 is about 240 miles and will be delivered to you with a 75-85% charge. I will also explain how to charge this vehicle at check-in, give you a key card to operate the vehicle, as well as remote access via the Tesla mobile app (I recommend downloading the app & setting up your account beforehand).  

**see additional charging info in guidelines**

Lastly, it’s not just about the car. I want you to have a great experience overall. If you would like some recommendations on restaurants or things to do, please let me know!

PS: I want to make this experience as convenient as possible for you, so if you get caught rushing back to the airport and didn't get a chance to recharge the Model 3, don’t worry! I will gladly recharge the car and send you a request for reimbursement. Please note there may be an additional charge, however.

Please note the vehicle is equipped with a forward-looking camera to record traffic and road conditions in the front of the vehicle. This is being done for the safety of the vehicle and for your protection should anything occur during your rental.

Guest is required to pay parking fees at airport and certain other public locations. The airport exit parking fee is for vehicle delivery (pickup by the guest). The fee ranges from $0-$15 depending on when the vehicle is picked up.

Sunpass transponder #044113851010",CAR,271.0,2019.0,Model 3,SEDAN,35000.0,"PET_FEE,PREPAID_EV_RECHARGE",75.0,"US,US,US","Coral Springs,Coral Springs,Coral Springs","26.2484900,26.2491800,26.2495500","-80.2796800,-80.2811100,-80.2805400"
1331361,1331361,BLACK,1,80-90,US,2.0,4.0,GASOLINE,BMW,"HELLO🕶

Book this wonderful and Cruise all over OC🍊
 The BMW Series 128i convertible wants to bring out the best of the attributes👍🏼


(TERMS)
 - DO NOT smoke in the car at ALL TIMES. a smoke fee will be charged.
 - No pet is allowed. Or a cleaning fee will be charged.
 - This car is hand washed ONLY. Keep the car clean or you could add the ""post-cleaning"" package if you do not bother cleaning before you return the car


HAVE FUN BUT PLEASE BE RESPONSIBLE 
TURO is a car-sharing service., in other words please treat the vehicle as if it was your own. We treat and take care of all our vehicles as best we can, so we definitely appricate when that effort is reciprocated. Don't hesitate to contact me if you may have questions prior, during, or after your booking.",CAR,230.0,2012.0,1 Series,CONVERTIBLE,36900.0,"PET_FEE,PREPAID_REFUEL",80.0,"US,US","Orange,Orange","33.7879100,33.8111700","-117.8531000,-117.8504900"
1336491,1336491,SILVER,1,70-80,US,4.0,7.0,GASOLINE,CHEVROLET,WE DELIVERY TO PHILADELPHIA!! Let us know if you are close to one of the drop off point and we will try to accommodate you!  What a smooth ride! This is a seven seater with a third row that can fold down for all your possible shopping needs. It has second row captain's chairs and leather interior. You get all the bells and whistles riding around in this gem. Onstar on board and optional bike rack if you need it. (Extra charge),SUV,355.0,2016.0,Tahoe,FOUR_DOOR_SUV,55030.0,"PET_FEE,PREPAID_REFUEL",250.0,"US,US,US,US,US,US,US,US","Bala Cynwyd,Bala Cynwyd,Philadelphia,Philadelphia,Warminster,Philadelphia,Jenkintown,Philadelphia","40.0073100,40.0072900,40.0433300,40.0433300,40.1920900,40.0081500,40.0918700,40.0433100","-75.2199200,-75.2198700,-75.1820300,-75.1819700,-75.0895400,-75.2095300,-75.1228900,-75.1819900"
1342059,1342059,GRAY,1,0-10,US,4.0,5.0,GASOLINE,HYUNDAI,"Car is clean, spacious and rides very smooth. Connect your phone to the bluetooth and you’ll be able to enjoy apple or android devices on the screen. Great on gas mileage with SMART mode.

Car comes clean so please return it in the same clean condition.

No smoking allowed!",CAR,191.0,2022.0,Sonata,SEDAN,24150.0,"PET_FEE,PREPAID_REFUEL",61.0,US,Columbia,34.1482200,-80.9059700
1330222,1330222,SILVER,1,110-120,US,4.0,5.0,HYBRID,HONDA,"Service excellence - 5 star experience! Unlimited miles in Alaska makes a BIG difference… trust me.

Are you a first time turo user? Most of our guests have been first time turo users and love how easy I make it for them. It’d be my pleasure to guide you through the process as well! 

Book with confidence, I guarantee to not cancel or overbook your rental. 
Explore Alaska with this convenient, economical and comfortable car. You will save a lot of money on gas with this car, our State is huge! 

Very safe, comfortable and reliable car to travel in comfort while enjoying the beauty that surrounds this beautiful state of Alaska. 
Perfect for your Alaskan adventure - whether you’re heading North to explore Denali, hiking Hatcher’s Pass, or South to Kenai and Homer. 

This car is disinfected and detailed after every trip.

Pick up location is only 10 minutes away from Anchorage Airport through Uber or Lyft. Pick up and drop off at airport is available too ✈️.

Welcome to Alaska! Don't hesitate to ask me for recommendations or if you are looking for something in particular to make your Alaska experience more memorable (restaurants, hikes, attractions, best food).

Let me know what else you need to make your trip better and I’ll do my best to accommodate your request.

It’s should go without saying, absolutely no smoking or vaping inside the vehicle. 

If you have immediate needs or questions please reach me at 907-500-5773.

Thank you for choosing us and welcome to Alaska!
Brandi & Jon",CAR,110.0,2009.0,Civic Hybrid,SEDAN,26850.0,"PET_FEE,PREPAID_REFUEL",75.0,"US,US","Anchorage,Anchorage","61.1173200,61.1215800","-149.9184400,-149.8597700"
1330222,1330222,SILVER,1,110-120,US,4.0,5.0,HYBRID,HONDA,"Service excellence - 5 star experience! Unlimited miles in Alaska makes a BIG difference… trust me.

Are you a first time turo user? Most of our guests have been first time turo users and love how easy I make it for them. It’d be my pleasure to guide you through the process as well! 

Book with confidence, I guarantee to not cancel or overbook your rental. 
Explore Alaska with this convenient, economical and comfortable car. You will save a lot of money on gas with this car, our State is huge! 

Very safe, comfortable and reliable car to travel in comfort while enjoying the beauty that surrounds this beautiful state of Alaska. 
Perfect for your Alaskan adventure - whether you’re heading North to explore Denali, hiking Hatcher’s Pass, or South to Kenai and Homer. 

This car is disinfected and detailed after every trip.

Pick up location is only 10 minutes away from Anchorage Airport through Uber or Lyft. Pick up and drop off at airport is available too ✈️.

Welcome to Alaska! Don't hesitate to ask me for recommendations or if you are looking for something in particular to make your Alaska experience more memorable (restaurants, hikes, attractions, best food).

Let me know what else you need to make your trip better and I’ll do my best to accommodate your request.

It’s should go without saying, absolutely no smoking or vaping inside the vehicle. 

If you have immediate needs or questions please reach me at 907-500-5773.

Thank you for choosing us and welcome to Alaska!
Brandi & Jon",CAR,110.0,2009.0,Civic Hybrid,SEDAN,24850.0,"PET_FEE,PREPAID_REFUEL",75.0,"US,US","Anchorage,Anchorage","61.1173200,61.1215800","-149.9184400,-149.8597700"
1321570,1321570,WHITE,1,20-30,US,4.0,4.0,GASOLINE,JEEP,"2018 Wrangler Sahara Unlimited with convertible top!!!! 
Rent this beautiful Jeep Wrangler Sahara Unlimited for your next adventure!
This is a Wrangler with convertible top and fully loaded with many options!
Options list:
* Convertible top
* Apple CarPlay/Android Auto
* HID Headlights
* LED taillights 
* Adaptive Cruise Control
* Custom daytime running lights 
* 4 Wheel Drive system
* Rear Camera
* USB outlets

🔴🔴🔴Important 🔴🔴🔴
🟢 Please make sure to return the vehicle as clean as received or will be charged a $35 cleaning fee
🟢 Please make sure tank is full, unless you have purchased Pre paid fuel ⛽️ at the time of booking. If it wasn’t Pre paid and vehicle is returned with empty tank, you will be charged for gas accordingly .

📍📍📍📍📍
Pet friendly at extra $50 charge for pet hair cleaning.

Why should you book with me? 

1. Im available 24/7
2. I never cancel
3. Hassle free and able to adjust to your schedule

Get ready for your next road trip or adventure. This Jeep Wrangler comes fully equipped with everything needed to tackle your next ""get-away"" trip. Big Tires and Attractive Custom Wheels ensure that you ride in style. Includes Suspension lift kit and mud terrain tires. 

My name is Antonio and we would love to give you a great experience in our Jeep Wrangler. This car is washed, vacuumed, and sterilized before every rental!! 

A smooth ride that makes it very comfortable to ride in, especially for those long road trips. Nice luxurious spacing. Flat touch screen, Electric start, electric windows & other extras!

This vehicle allows you an option to remove the top to soak in some sun or simply enjoy the beautiful year-round tropical weather. No matter where you go, you will be sure to turn heads. You get the whole JEEP experience; while getting the comfort you love. Perfect for visiting the beach, camping, family picnics, romantic picnics, road trips, or simply cruising in style. This sophisticated ride will not let you down.

This vehicle is for road use only. Not allowed off road. 

If you have any questions feel free to call or text me with any questions @ [Number redacted for privacy and security]",SUV,285.0,2018.0,Wrangler Unlimited,FOUR_DOOR_SUV,38295.0,"PET_FEE,PREPAID_REFUEL",72.0,US,Miami,25.7520900,-80.2204100
1433398,1433398,,1,10-20,US,4.0,5.0,GASOLINE,JEEP,"Going to Joshua tree? Want to drive downtown Palm Springs in style? Traveling to LA? In this jeep you can do all the above! This car is perfect for a day hike, town travel and even long distance experiences. 

Please note the following. 

If the car is being delivered to a airport, valet parking, or a parking structure that requires a ticket when booking one of our cars of your choice we will NOT be responsible  for the parking fees. 
We will be sending a invoice for any fees that are paid on our end at the end of your trip with as much proof that is provided to us. 

This is the message that will be shown when booking a delivery service! 

Upon arrival, you will need to message us in the Turo app so we can unlock the car for you, send you a lock box code and send you all details for the car for your best experience! :) 
When the car gets dropped off in the parking lot at the beginning of your trip you will have to pay a $4-20 airport fee for parking. at the end of your trip there will be another parking fee that we will send you the invoice for the parking which can range from $6-$40 (airport fee)

Please ONLY use Premium gas throughout the trip. 

We have a car wash membership at Quick quack (13+ locations) where you can do so for free and we do ask you clean the car and return it the way it was dropped off to you. 

If you do bring a pet please make sure you vacuum the dog hair out and any marks they leave. 

If you go hiking, travel and leave the car dirty and car isn’t cleaned out you will be subjected to the $150 cleaning fee that Turo has set priced.",SUV,285.0,2021.0,Wrangler Unlimited,FOUR_DOOR_SUV,32870.0,"PET_FEE,PREPAID_REFUEL,CAMPING_GEAR",88.0,"US,US","Los Angeles,Cathedral City","34.0399100,33.8549400","-118.2633000,-116.4849000"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,23740.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","Decatur,East Point,Decatur,Belvedere Park","33.7570200,33.6662000,33.7594000,33.7410200","-84.3059800,-84.4330800,-84.3028000,-84.2799200"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,22870.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","East Point,Decatur,Decatur,Belvedere Park","33.6662000,33.7594000,33.7570200,33.7410200","-84.4330800,-84.3028000,-84.3059800,-84.2799200"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,22425.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","East Point,Decatur,Decatur,Belvedere Park","33.6662000,33.7594000,33.7570200,33.7410200","-84.4330800,-84.3028000,-84.3059800,-84.2799200"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,24525.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","East Point,Decatur,Decatur,Belvedere Park","33.6662000,33.7594000,33.7570200,33.7410200","-84.4330800,-84.3028000,-84.3059800,-84.2799200"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,22680.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","East Point,Decatur,Decatur,Belvedere Park","33.6662000,33.7594000,33.7570200,33.7410200","-84.4330800,-84.3028000,-84.3059800,-84.2799200"
1361528,1361528,,1,60-70,US,4.0,5.0,GASOLINE,TOYOTA,"This car is an Extremely dependable vehicle. There’s an eco friendly mode so you wont have to worry too much about burning fuel. All maintenance are up to par. This car is a four door vehicle with five seats, so if you are traveling with friends or family they will all be accommodated. Great car, Great choice !!!",CAR,178.0,2014.0,Camry,SEDAN,22235.0,"PET_FEE,PREPAID_REFUEL,UNLIMITED_MILES",40.0,"US,US,US,US","East Point,Decatur,Decatur,Belvedere Park","33.6662000,33.7594000,33.7570200,33.7410200","-84.4330800,-84.3028000,-84.3059800,-84.2799200"
